number,age,adviser,fum_s,dur_s
892,49,Adviser Three,490000,5
893,49,Adviser Three,490000,5
894,49,Adviser Three,490000,5
895,49,Adviser Three,490000,5
896,49,Adviser Three,490000,5
897,49,Adviser Three,490000,5
898,49,Adviser Three,490000,5
899,49,Adviser Three,490000,5
900,49,Adviser Three,490000,5
901,50,Adviser One,500000,5
902,50,Adviser One,500000,5
903,50,Adviser One,500000,5
904,50,Adviser One,500000,5
905,50,Adviser One,500000,5
906,50,Adviser One,500000,5
907,50,Adviser One,500000,5
908,50,Adviser One,500000,5
909,50,Adviser One,500000,5
910,50,Adviser One,500000,5
911,50,Adviser Two,500000,5
912,50,Adviser Two,500000,5
913,50,Adviser Two,500000,5
914,50,Adviser Two,500000,5
915,50,Adviser Two,500000,5
916,50,Adviser Two,500000,5
917,50,Adviser Two,500000,5
918,50,Adviser Two,500000,5
919,50,Adviser Two,500000,5
920,50,Adviser Two,500000,5
921,50,Adviser Three,500000,5
922,50,Adviser Three,500000,5
923,50,Adviser Three,500000,5
924,50,Adviser Three,500000,5
925,50,Adviser Three,500000,5
926,50,Adviser Three,500000,5
927,50,Adviser Three,500000,5
928,50,Adviser Three,500000,5
929,50,Adviser Three,500000,5
930,50,Adviser Three,500000,5
931,51,Adviser One,510000,5
932,51,Adviser One,510000,5
933,51,Adviser One,510000,5
934,51,Adviser One,510000,5
935,51,Adviser One,510000,5
936,51,Adviser One,510000,5
937,51,Adviser One,510000,5
938,51,Adviser One,510000,5
939,51,Adviser One,510000,5
940,51,Adviser One,510000,5
941,51,Adviser Two,510000,5
942,51,Adviser Two,510000,5
943,51,Adviser Two,510000,5
944,51,Adviser Two,510000,5
945,51,Adviser Two,510000,5
946,51,Adviser Two,510000,5
947,51,Adviser Two,510000,5
948,51,Adviser Two,510000,5
949,51,Adviser Two,510000,5
950,51,Adviser Two,510000,5
951,51,Adviser Three,510000,5
952,51,Adviser Three,510000,5
953,51,Adviser Three,510000,5
954,51,Adviser Three,510000,5
955,51,Adviser Three,510000,5
956,51,Adviser Three,510000,5
957,51,Adviser Three,510000,5
958,51,Adviser Three,510000,5
959,51,Adviser Three,510000,5
960,51,Adviser Three,510000,5
961,52,Adviser One,520000,5
962,52,Adviser One,520000,5
963,52,Adviser One,520000,5
964,52,Adviser One,520000,5
965,52,Adviser One,520000,5
966,52,Adviser One,520000,5
967,52,Adviser One,520000,5
968,52,Adviser One,520000,5
969,52,Adviser One,520000,5
970,52,Adviser One,520000,5
971,52,Adviser Two,520000,5
972,52,Adviser Two,520000,5
973,52,Adviser Two,520000,5
974,52,Adviser Two,520000,5
975,52,Adviser Two,520000,5
976,52,Adviser Two,520000,5
977,52,Adviser Two,520000,5
978,52,Adviser Two,520000,5
979,52,Adviser Two,520000,5
980,52,Adviser Two,520000,5
981,52,Adviser Three,520000,5
982,52,Adviser Three,520000,5
983,52,Adviser Three,520000,5
984,52,Adviser Three,520000,5
985,52,Adviser Three,520000,5
986,52,Adviser Three,520000,5
987,52,Adviser Three,520000,5
988,52,Adviser Three,520000,5
989,52,Adviser Three,520000,5
990,52,Adviser Three,520000,5
991,53,Adviser One,530000,5
992,53,Adviser One,530000,5
993,53,Adviser One,530000,5
994,53,Adviser One,530000,5
995,53,Adviser One,530000,5
996,53,Adviser One,530000,5
997,53,Adviser One,530000,5
998,53,Adviser One,530000,5
999,53,Adviser One,530000,5
1000,53,Adviser One,530000,5
1001,53,Adviser Two,530000,5
1002,53,Adviser Two,530000,5
1003,53,Adviser Two,530000,5
1004,53,Adviser Two,530000,5
1005,53,Adviser Two,530000,5
1006,53,Adviser Two,530000,5
1007,53,Adviser Two,530000,5
1008,53,Adviser Two,530000,5
1009,53,Adviser Two,530000,5
1010,53,Adviser Two,530000,5
1011,53,Adviser Three,530000,5
1012,53,Adviser Three,530000,5
1013,53,Adviser Three,530000,5
1014,53,Adviser Three,530000,5
1015,53,Adviser Three,530000,5
1016,53,Adviser Three,530000,5
1017,53,Adviser Three,530000,5
1018,53,Adviser Three,530000,5
1019,53,Adviser Three,530000,5
1020,53,Adviser Three,530000,5
1021,54,Adviser One,540000,5
1022,54,Adviser One,540000,5
1023,54,Adviser One,540000,5
1024,54,Adviser One,540000,5
1025,54,Adviser One,540000,5
1026,54,Adviser One,540000,5
1027,54,Adviser One,540000,5
1028,54,Adviser One,540000,5
1029,54,Adviser One,540000,5
1030,54,Adviser One,540000,5
1031,54,Adviser Two,540000,5
1032,54,Adviser Two,540000,5
1033,54,Adviser Two,540000,5
1034,54,Adviser Two,540000,5
1035,54,Adviser Two,540000,5
1036,54,Adviser Two,540000,5
1037,54,Adviser Two,540000,5
1038,54,Adviser Two,540000,5
1039,54,Adviser Two,540000,5
1040,54,Adviser Two,540000,5
1041,54,Adviser Three,540000,5
1042,54,Adviser Three,540000,5
1043,54,Adviser Three,540000,5
1044,54,Adviser Three,540000,5
1045,54,Adviser Three,540000,5
1046,54,Adviser Three,540000,5
1047,54,Adviser Three,540000,5
1048,54,Adviser Three,540000,5
1049,54,Adviser Three,540000,5
1050,54,Adviser Three,540000,5
1051,55,Adviser One,550000,5
1052,55,Adviser One,550000,5
1053,55,Adviser One,550000,5
1054,55,Adviser One,550000,5
1055,55,Adviser One,550000,5
1056,55,Adviser One,550000,5
1057,55,Adviser One,550000,5
1058,55,Adviser One,550000,5
1059,55,Adviser One,550000,5
1060,55,Adviser One,550000,5
1061,55,Adviser Two,550000,5
1062,55,Adviser Two,550000,5
1063,55,Adviser Two,550000,5
1064,55,Adviser Two,550000,5
1065,55,Adviser Two,550000,5
1066,55,Adviser Two,550000,5
1067,55,Adviser Two,550000,5
1068,55,Adviser Two,550000,5
1069,55,Adviser Two,550000,5
1070,55,Adviser Two,550000,5
1071,55,Adviser Three,550000,5
1072,55,Adviser Three,550000,5
1073,55,Adviser Three,550000,5
1074,55,Adviser Three,550000,5
1075,55,Adviser Three,550000,5
1076,55,Adviser Three,550000,5
1077,55,Adviser Three,550000,5
1078,55,Adviser Three,550000,5
1079,55,Adviser Three,550000,5
1080,55,Adviser Three,550000,5
1081,56,Adviser One,560000,5
1082,56,Adviser One,560000,5
1083,56,Adviser One,560000,5
1084,56,Adviser One,560000,5
1085,56,Adviser One,560000,5
1086,56,Adviser One,560000,5
1087,56,Adviser One,560000,5
1088,56,Adviser One,560000,5
1089,56,Adviser One,560000,5
1090,56,Adviser One,560000,5
1091,56,Adviser Two,560000,5
1092,56,Adviser Two,560000,5
1093,56,Adviser Two,560000,5
1094,56,Adviser Two,560000,5
1095,56,Adviser Two,560000,5
1096,56,Adviser Two,560000,5
1097,56,Adviser Two,560000,5
1098,56,Adviser Two,560000,5
1099,56,Adviser Two,560000,5
1100,56,Adviser Two,560000,5
1101,56,Adviser Three,560000,5
1102,56,Adviser Three,560000,5
1103,56,Adviser Three,560000,5
1104,56,Adviser Three,560000,5
1105,56,Adviser Three,560000,5
1106,56,Adviser Three,560000,5
1107,56,Adviser Three,560000,5
1108,56,Adviser Three,560000,5
1109,56,Adviser Three,560000,5
1110,56,Adviser Three,560000,5
1111,57,Adviser One,570000,5
1112,57,Adviser One,570000,5
1113,57,Adviser One,570000,5
1114,57,Adviser One,570000,5
1115,57,Adviser One,570000,5
1116,57,Adviser One,570000,5
1117,57,Adviser One,570000,5
1118,57,Adviser One,570000,5
1119,57,Adviser One,570000,5
1120,57,Adviser One,570000,5
1121,57,Adviser Two,570000,5
1122,57,Adviser Two,570000,5
1123,57,Adviser Two,570000,5
1124,57,Adviser Two,570000,5
1125,57,Adviser Two,570000,5
1126,57,Adviser Two,570000,5
1127,57,Adviser Two,570000,5
1128,57,Adviser Two,570000,5
1129,57,Adviser Two,570000,5
1130,57,Adviser Two,570000,5
1131,57,Adviser Three,570000,5
1132,57,Adviser Three,570000,5
1133,57,Adviser Three,570000,5
1134,57,Adviser Three,570000,5
1135,57,Adviser Three,570000,5
1136,57,Adviser Three,570000,5
1137,57,Adviser Three,570000,5
1138,57,Adviser Three,570000,5
1139,57,Adviser Three,570000,5
1140,57,Adviser Three,570000,5
1141,58,Adviser One,580000,5
1142,58,Adviser One,580000,5
1143,58,Adviser One,580000,5
1144,58,Adviser One,580000,5
1145,58,Adviser One,580000,5
1146,58,Adviser One,580000,5
1147,58,Adviser One,580000,5
1148,58,Adviser One,580000,5
1149,58,Adviser One,580000,5
1150,58,Adviser One,580000,5
1151,58,Adviser Two,580000,5
1152,58,Adviser Two,580000,5
1153,58,Adviser Two,580000,5
1154,58,Adviser Two,580000,5
1155,58,Adviser Two,580000,5
1156,58,Adviser Two,580000,5
1157,58,Adviser Two,580000,5
1158,58,Adviser Two,580000,5
1159,58,Adviser Two,580000,5
1160,58,Adviser Two,580000,5
1161,58,Adviser Three,580000,5
1162,58,Adviser Three,580000,5
1163,58,Adviser Three,580000,5
1164,58,Adviser Three,580000,5
1165,58,Adviser Three,580000,5
1166,58,Adviser Three,580000,5
1167,58,Adviser Three,580000,5
1168,58,Adviser Three,580000,5
1169,58,Adviser Three,580000,5
1170,58,Adviser Three,580000,5
1171,59,Adviser One,590000,5
1172,59,Adviser One,590000,5
1173,59,Adviser One,590000,5
1174,59,Adviser One,590000,5
1175,59,Adviser One,590000,5
1176,59,Adviser One,590000,5
1177,59,Adviser One,590000,5
1178,59,Adviser One,590000,5
1179,59,Adviser One,590000,5
1180,59,Adviser One,590000,5
1181,59,Adviser Two,590000,5
1182,59,Adviser Two,590000,5
1183,59,Adviser Two,590000,5
1184,59,Adviser Two,590000,5
1185,59,Adviser Two,590000,5
1186,59,Adviser Two,590000,5
1187,59,Adviser Two,590000,5
1188,59,Adviser Two,590000,5
1189,59,Adviser Two,590000,5
1190,59,Adviser Two,590000,5
1191,59,Adviser Three,590000,5
1192,59,Adviser Three,590000,5
1193,59,Adviser Three,590000,5
1194,59,Adviser Three,590000,5
1195,59,Adviser Three,590000,5
1196,59,Adviser Three,590000,5
1197,59,Adviser Three,590000,5
1198,59,Adviser Three,590000,5
1199,59,Adviser Three,590000,5
1200,59,Adviser Three,590000,5
